"fips","state","abb","year","key","value"
"18","Indiana","IN","1980","gross_cost_to_resident_hunters",2005678
"19","Iowa","IA","1980","gross_cost_to_resident_hunters",3589174
"20","Kansas","KS","1980","gross_cost_to_resident_hunters",1423870
"21","Kentucky","KY","1980","gross_cost_to_resident_hunters",2836754
"22","Louisiana","LA","1980","gross_cost_to_resident_hunters",2807180
"23","Maine","ME","1980","gross_cost_to_resident_hunters",1367380
"24","Maryland","MD","1980","gross_cost_to_resident_hunters",1661409
"25","Massachusetts","MA","1980","gross_cost_to_resident_hunters",1040392
"26","Michigan","MI","1980","gross_cost_to_resident_hunters",10900469
"27","Minnesota","MN","1980","gross_cost_to_resident_hunters",6753634
"28","Mississippi","MS","1980","gross_cost_to_resident_hunters",1848539
"29","Missouri","MO","1980","gross_cost_to_resident_hunters",5472323
"30","Montana","MT","1980","gross_cost_to_resident_hunters",2459126
"31","Nebraska","NE","1980","gross_cost_to_resident_hunters",2570010
"32","Nevada","NV","1980","gross_cost_to_resident_hunters",686713
"33","New Hampshire","NH","1980","gross_cost_to_resident_hunters",608799
"34","New Jersey","NJ","1980","gross_cost_to_resident_hunters",2274584
"35","New Mexico","NM","1980","gross_cost_to_resident_hunters",1813239
"36","New York","NY","1980","gross_cost_to_resident_hunters",6563330
"37","North Carolina","NC","1980","gross_cost_to_resident_hunters",3895914
"38","North Dakota","ND","1980","gross_cost_to_resident_hunters",983450
"39","Ohio","OH","1980","gross_cost_to_resident_hunters",5175124
"40","Oklahoma","OK","1980","gross_cost_to_resident_hunters",2550786
"41","Oregon","OR","1980","gross_cost_to_resident_hunters",6018358
"42","Pennsylvania","PA","1980","gross_cost_to_resident_hunters",11344223
"44","Rhode Island","RI","1980","gross_cost_to_resident_hunters",87760
"45","South Carolina","SC","1980","gross_cost_to_resident_hunters",1462288
"46","South Dakota","SD","1980","gross_cost_to_resident_hunters",1389753
"47","Tennessee","TN","1980","gross_cost_to_resident_hunters",5450668
"48","Texas","TX","1980","gross_cost_to_resident_hunters",4803451
"49","Utah","UT","1980","gross_cost_to_resident_hunters",2967514
"50","Vermont","VT","1980","gross_cost_to_resident_hunters",816986
"51","Virginia","VA","1980","gross_cost_to_resident_hunters",3515070
"53","Washington","WA","1980","gross_cost_to_resident_hunters",5681456
"54","West Virginia","WV","1980","gross_cost_to_resident_hunters",1756707
"55","Wisconsin","WI","1980","gross_cost_to_resident_hunters",9624636
"56","Wyoming","WY","1980","gross_cost_to_resident_hunters",3384506
"01","Alabama","AL","1980","gross_cost_to_non-resident_hunters",575317
"02","Alaska","AK","1980","gross_cost_to_non-resident_hunters",1626675
"04","Arizona","AZ","1980","gross_cost_to_non-resident_hunters",524738
"05","Arkansas","AR","1980","gross_cost_to_non-resident_hunters",1117956
"06","California","CA","1980","gross_cost_to_non-resident_hunters",150521
"08","Colorado","CO","1980","gross_cost_to_non-resident_hunters",11997265
"09","Connecticut","CT","1980","gross_cost_to_non-resident_hunters",23742
"10","Delaware","DE","1980","gross_cost_to_non-resident_hunters",95272
"12","Florida","FL","1980","gross_cost_to_non-resident_hunters",76420
"13","Georgia","GA","1980","gross_cost_to_non-resident_hunters",559696
"15","Hawaii","HI","1980","gross_cost_to_non-resident_hunters",4605
"16","Idaho","ID","1980","gross_cost_to_non-resident_hunters",2218828
"17","Illinois","IL","1980","gross_cost_to_non-resident_hunters",126175
"18","Indiana","IN","1980","gross_cost_to_non-resident_hunters",158104
"19","Iowa","IA","1980","gross_cost_to_non-resident_hunters",1176855
"20","Kansas","KS","1980","gross_cost_to_non-resident_hunters",1055020
"21","Kentucky","KY","1980","gross_cost_to_non-resident_hunters",283081
"22","Louisiana","LA","1980","gross_cost_to_non-resident_hunters",177815
"23","Maine","ME","1980","gross_cost_to_non-resident_hunters",2210116
"24","Maryland","MD","1980","gross_cost_to_non-resident_hunters",633000
"25","Massachusetts","MA","1980","gross_cost_to_non-resident_hunters",59921
"26","Michigan","MI","1980","gross_cost_to_non-resident_hunters",1259566
"27","Minnesota","MN","1980","gross_cost_to_non-resident_hunters",282307
"28","Mississippi","MS","1980","gross_cost_to_non-resident_hunters",896844
"29","Missouri","MO","1980","gross_cost_to_non-resident_hunters",760893
"30","Montana","MT","1980","gross_cost_to_non-resident_hunters",2227506
"31","Nebraska","NE","1980","gross_cost_to_non-resident_hunters",826690
"32","Nevada","NV","1980","gross_cost_to_non-resident_hunters",312850
"33","New Hampshire","NH","1980","gross_cost_to_non-resident_hunters",488705
"34","New Jersey","NJ","1980","gross_cost_to_non-resident_hunters",49700
"35","New Mexico","NM","1980","gross_cost_to_non-resident_hunters",1529750
"36","New York","NY","1980","gross_cost_to_non-resident_hunters",1212053
"37","North Carolina","NC","1980","gross_cost_to_non-resident_hunters",322888
"38","North Dakota","ND","1980","gross_cost_to_non-resident_hunters",452177
"39","Ohio","OH","1980","gross_cost_to_non-resident_hunters",113049
"40","Oklahoma","OK","1980","gross_cost_to_non-resident_hunters",221520
"41","Oregon","OR","1980","gross_cost_to_non-resident_hunters",888015
"42","Pennsylvania","PA","1980","gross_cost_to_non-resident_hunters",4383703
"44","Rhode Island","RI","1980","gross_cost_to_non-resident_hunters",9836
"45","South Carolina","SC","1980","gross_cost_to_non-resident_hunters",699684
"46","South Dakota","SD","1980","gross_cost_to_non-resident_hunters",910503
"47","Tennessee","TN","1980","gross_cost_to_non-resident_hunters",451825
"48","Texas","TX","1980","gross_cost_to_non-resident_hunters",1396449
"49","Utah","UT","1980","gross_cost_to_non-resident_hunters",1096817
"50","Vermont","VT","1980","gross_cost_to_non-resident_hunters",1317872
"51","Virginia","VA","1980","gross_cost_to_non-resident_hunters",962092
"53","Washington","WA","1980","gross_cost_to_non-resident_hunters",270695
"54","West Virginia","WV","1980","gross_cost_to_non-resident_hunters",1490114
"55","Wisconsin","WI","1980","gross_cost_to_non-resident_hunters",1610186
"56","Wyoming","WY","1980","gross_cost_to_non-resident_hunters",6587940
"01","Alabama","AL","1980","total_gross_cost_to_hunters",3463916
"02","Alaska","AK","1980","total_gross_cost_to_hunters",2655874
"04","Arizona","AZ","1980","total_gross_cost_to_hunters",2893061
"05","Arkansas","AR","1980","total_gross_cost_to_hunters",4419670
"06","California","CA","1980","total_gross_cost_to_hunters",6655824
"08","Colorado","CO","1980","total_gross_cost_to_hunters",16855235
"09","Connecticut","CT","1980","total_gross_cost_to_hunters",486065
"10","Delaware","DE","1980","total_gross_cost_to_hunters",222953
"12","Florida","FL","1980","total_gross_cost_to_hunters",3699706
"13","Georgia","GA","1980","total_gross_cost_to_hunters",3066867
"15","Hawaii","HI","1980","total_gross_cost_to_hunters",88152
"16","Idaho","ID","1980","total_gross_cost_to_hunters",4500469
"17","Illinois","IL","1980","total_gross_cost_to_hunters",4746372
"18","Indiana","IN","1980","total_gross_cost_to_hunters",2163782
"19","Iowa","IA","1980","total_gross_cost_to_hunters",4766029
"20","Kansas","KS","1980","total_gross_cost_to_hunters",2478890
"21","Kentucky","KY","1980","total_gross_cost_to_hunters",3119835
"22","Louisiana","LA","1980","total_gross_cost_to_hunters",2984995
"23","Maine","ME","1980","total_gross_cost_to_hunters",3577496
"24","Maryland","MD","1980","total_gross_cost_to_hunters",2294409
"25","Massachusetts","MA","1980","total_gross_cost_to_hunters",1100313
"26","Michigan","MI","1980","total_gross_cost_to_hunters",12160035
"27","Minnesota","MN","1980","total_gross_cost_to_hunters",7035941
"28","Mississippi","MS","1980","total_gross_cost_to_hunters",2745383
"29","Missouri","MO","1980","total_gross_cost_to_hunters",6233216
"30","Montana","MT","1980","total_gross_cost_to_hunters",4686632
"31","Nebraska","NE","1980","total_gross_cost_to_hunters",3396700
"32","Nevada","NV","1980","total_gross_cost_to_hunters",999563
"33","New Hampshire","NH","1980","total_gross_cost_to_hunters",1097504
"34","New Jersey","NJ","1980","total_gross_cost_to_hunters",2324284
"35","New Mexico","NM","1980","total_gross_cost_to_hunters",3342989
"36","New York","NY","1980","total_gross_cost_to_hunters",7775383
"37","North Carolina","NC","1980","total_gross_cost_to_hunters",4218801
"38","North Dakota","ND","1980","total_gross_cost_to_hunters",1435627
"39","Ohio","OH","1980","total_gross_cost_to_hunters",5288173
"40","Oklahoma","OK","1980","total_gross_cost_to_hunters",2772306
"41","Oregon","OR","1980","total_gross_cost_to_hunters",6906373
"42","Pennsylvania","PA","1980","total_gross_cost_to_hunters",15727926
"44","Rhode Island","RI","1980","total_gross_cost_to_hunters",97596
"45","South Carolina","SC","1980","total_gross_cost_to_hunters",2161972
"46","South Dakota","SD","1980","total_gross_cost_to_hunters",2300256
"47","Tennessee","TN","1980","total_gross_cost_to_hunters",5902493
"48","Texas","TX","1980","total_gross_cost_to_hunters",6199900
"49","Utah","UT","1980","total_gross_cost_to_hunters",4064331
"50","Vermont","VT","1980","total_gross_cost_to_hunters",2134858
"51","Virginia","VA","1980","total_gross_cost_to_hunters",4477162
"53","Washington","WA","1980","total_gross_cost_to_hunters",5952151
"54","West Virginia","WV","1980","total_gross_cost_to_hunters",3246820
"55","Wisconsin","WI","1980","total_gross_cost_to_hunters",11234822
"56","Wyoming","WY","1980","total_gross_cost_to_hunters",9972446
"01","Alabama","AL","1990","certified_paid_hunting_license_holders",265106
"02","Alaska","AK","1990","certified_paid_hunting_license_holders",83505
"04","Arizona","AZ","1990","certified_paid_hunting_license_holders",165179
"05","Arkansas","AR","1990","certified_paid_hunting_license_holders",349166
"06","California","CA","1990","certified_paid_hunting_license_holders",390655
"08","Colorado","CO","1990","certified_paid_hunting_license_holders",327979
"09","Connecticut","CT","1990","certified_paid_hunting_license_holders",90709
"10","Delaware","DE","1990","certified_paid_hunting_license_holders",25005
"12","Florida","FL","1990","certified_paid_hunting_license_holders",221638
"13","Georgia","GA","1990","certified_paid_hunting_license_holders",361984
"15","Hawaii","HI","1990","certified_paid_hunting_license_holders",13226
"16","Idaho","ID","1990","certified_paid_hunting_license_holders",241476
"17","Illinois","IL","1990","certified_paid_hunting_license_holders",329734
"18","Indiana","IN","1990","certified_paid_hunting_license_holders",317486
"19","Iowa","IA","1990","certified_paid_hunting_license_holders",271663
"20","Kansas","KS","1990","certified_paid_hunting_license_holders",188314
"21","Kentucky","KY","1990","certified_paid_hunting_license_holders",327083
"22","Louisiana","LA","1990","certified_paid_hunting_license_holders",272202
"23","Maine","ME","1990","certified_paid_hunting_license_holders",214518
"24","Maryland","MD","1990","certified_paid_hunting_license_holders",141917
"25","Massachusetts","MA","1990","certified_paid_hunting_license_holders",116300
"26","Michigan","MI","1990","certified_paid_hunting_license_holders",1148163
"27","Minnesota","MN","1990","certified_paid_hunting_license_holders",540277
"28","Mississippi","MS","1990","certified_paid_hunting_license_holders",292027
"29","Missouri","MO","1990","certified_paid_hunting_license_holders",557855
"30","Montana","MT","1990","certified_paid_hunting_license_holders",255333
"31","Nebraska","NE","1990","certified_paid_hunting_license_holders",169888
"32","Nevada","NV","1990","certified_paid_hunting_license_holders",53706
"33","New Hampshire","NH","1990","certified_paid_hunting_license_holders",90078
"34","New Jersey","NJ","1990","certified_paid_hunting_license_holders",125715
"35","New Mexico","NM","1990","certified_paid_hunting_license_holders",138761
"36","New York","NY","1990","certified_paid_hunting_license_holders",737112
"37","North Carolina","NC","1990","certified_paid_hunting_license_holders",331083
"38","North Dakota","ND","1990","certified_paid_hunting_license_holders",91102
"39","Ohio","OH","1990","certified_paid_hunting_license_holders",491494
"40","Oklahoma","OK","1990","certified_paid_hunting_license_holders",247019
"41","Oregon","OR","1990","certified_paid_hunting_license_holders",347819
"42","Pennsylvania","PA","1990","certified_paid_hunting_license_holders",1168137
"44","Rhode Island","RI","1990","certified_paid_hunting_license_holders",12782
"45","South Carolina","SC","1990","certified_paid_hunting_license_holders",190621
"46","South Dakota","SD","1990","certified_paid_hunting_license_holders",145823
"47","Tennessee","TN","1990","certified_paid_hunting_license_holders",600413
"48","Texas","TX","1990","certified_paid_hunting_license_holders",1138011
"49","Utah","UT","1990","certified_paid_hunting_license_holders",230268
"50","Vermont","VT","1990","certified_paid_hunting_license_holders",109938
"51","Virginia","VA","1990","certified_paid_hunting_license_holders",439738
"53","Washington","WA","1990","certified_paid_hunting_license_holders",268653
"54","West Virginia","WV","1990","certified_paid_hunting_license_holders",272985
"55","Wisconsin","WI","1990","certified_paid_hunting_license_holders",741188
"56","Wyoming","WY","1990","certified_paid_hunting_license_holders",146456
"01","Alabama","AL","1990","resident_hunting_licenses_tags_permits_stamps",263377
"02","Alaska","AK","1990","resident_hunting_licenses_tags_permits_stamps",139830
"04","Arizona","AZ","1990","resident_hunting_licenses_tags_permits_stamps",335918
"05","Arkansas","AR","1990","resident_hunting_licenses_tags_permits_stamps",326747
"06","California","CA","1990","resident_hunting_licenses_tags_permits_stamps",686644
"08","Colorado","CO","1990","resident_hunting_licenses_tags_permits_stamps",434437
"09","Connecticut","CT","1990","resident_hunting_licenses_tags_permits_stamps",154572
"10","Delaware","DE","1990","resident_hunting_licenses_tags_permits_stamps",38082
"12","Florida","FL","1990","resident_hunting_licenses_tags_permits_stamps",374801
"13","Georgia","GA","1990","resident_hunting_licenses_tags_permits_stamps",948906
"15","Hawaii","HI","1990","resident_hunting_licenses_tags_permits_stamps",13055
"16","Idaho","ID","1990","resident_hunting_licenses_tags_permits_stamps",590368
"17","Illinois","IL","1990","resident_hunting_licenses_tags_permits_stamps",643587
"18","Indiana","IN","1990","resident_hunting_licenses_tags_permits_stamps",580128
"19","Iowa","IA","1990","resident_hunting_licenses_tags_permits_stamps",731426
"20","Kansas","KS","1990","resident_hunting_licenses_tags_permits_stamps",158057
"21","Kentucky","KY","1990","resident_hunting_licenses_tags_permits_stamps",515541
"22","Louisiana","LA","1990","resident_hunting_licenses_tags_permits_stamps",540526
"23","Maine","ME","1990","resident_hunting_licenses_tags_permits_stamps",208528
"24","Maryland","MD","1990","resident_hunting_licenses_tags_permits_stamps",202803
"25","Massachusetts","MA","1990","resident_hunting_licenses_tags_permits_stamps",208016
"26","Michigan","MI","1990","resident_hunting_licenses_tags_permits_stamps",1978065
"27","Minnesota","MN","1990","resident_hunting_licenses_tags_permits_stamps",781433
"28","Mississippi","MS","1990","resident_hunting_licenses_tags_permits_stamps",260071
"29","Missouri","MO","1990","resident_hunting_licenses_tags_permits_stamps",1042919
"30","Montana","MT","1990","resident_hunting_licenses_tags_permits_stamps",455312
"31","Nebraska","NE","1990","resident_hunting_licenses_tags_permits_stamps",355328
"32","Nevada","NV","1990","resident_hunting_licenses_tags_permits_stamps",100424
"33","New Hampshire","NH","1990","resident_hunting_licenses_tags_permits_stamps",126821
"34","New Jersey","NJ","1990","resident_hunting_licenses_tags_permits_stamps",294260
"35","New Mexico","NM","1990","resident_hunting_licenses_tags_permits_stamps",138030
"36","New York","NY","1990","resident_hunting_licenses_tags_permits_stamps",1325234
"37","North Carolina","NC","1990","resident_hunting_licenses_tags_permits_stamps",430664
"38","North Dakota","ND","1990","resident_hunting_licenses_tags_permits_stamps",367497
"39","Ohio","OH","1990","resident_hunting_licenses_tags_permits_stamps",953041
"40","Oklahoma","OK","1990","resident_hunting_licenses_tags_permits_stamps",359170
"41","Oregon","OR","1990","resident_hunting_licenses_tags_permits_stamps",999535
"42","Pennsylvania","PA","1990","resident_hunting_licenses_tags_permits_stamps",2229960
"44","Rhode Island","RI","1990","resident_hunting_licenses_tags_permits_stamps",20062
"45","South Carolina","SC","1990","resident_hunting_licenses_tags_permits_stamps",212115
"46","South Dakota","SD","1990","resident_hunting_licenses_tags_permits_stamps",374587
"47","Tennessee","TN","1990","resident_hunting_licenses_tags_permits_stamps",918953
"48","Texas","TX","1990","resident_hunting_licenses_tags_permits_stamps",1370455
"49","Utah","UT","1990","resident_hunting_licenses_tags_permits_stamps",339892
"50","Vermont","VT","1990","resident_hunting_licenses_tags_permits_stamps",115582
"51","Virginia","VA","1990","resident_hunting_licenses_tags_permits_stamps",848860
"53","Washington","WA","1990","resident_hunting_licenses_tags_permits_stamps",655923
"54","West Virginia","WV","1990","resident_hunting_licenses_tags_permits_stamps",608649
"55","Wisconsin","WI","1990","resident_hunting_licenses_tags_permits_stamps",1478314
"56","Wyoming","WY","1990","resident_hunting_licenses_tags_permits_stamps",213593
"01","Alabama","AL","1990","non-resident_hunting_licenses_tags_permits_stamps",35662
"02","Alaska","AK","1990","non-resident_hunting_licenses_tags_permits_stamps",29585
"04","Arizona","AZ","1990","non-resident_hunting_licenses_tags_permits_stamps",23643
"05","Arkansas","AR","1990","non-resident_hunting_licenses_tags_permits_stamps",22419
"06","California","CA","1990","non-resident_hunting_licenses_tags_permits_stamps",3211
"08","Colorado","CO","1990","non-resident_hunting_licenses_tags_permits_stamps",183837
"09","Connecticut","CT","1990","non-resident_hunting_licenses_tags_permits_stamps",8595
"10","Delaware","DE","1990","non-resident_hunting_licenses_tags_permits_stamps",7386
"12","Florida","FL","1990","non-resident_hunting_licenses_tags_permits_stamps",3089
"13","Georgia","GA","1990","non-resident_hunting_licenses_tags_permits_stamps",44173
"15","Hawaii","HI","1990","non-resident_hunting_licenses_tags_permits_stamps",623
"16","Idaho","ID","1990","non-resident_hunting_licenses_tags_permits_stamps",73794
"17","Illinois","IL","1990","non-resident_hunting_licenses_tags_permits_stamps",12937
"18","Indiana","IN","1990","non-resident_hunting_licenses_tags_permits_stamps",12937
"19","Iowa","IA","1990","non-resident_hunting_licenses_tags_permits_stamps",81885
"20","Kansas","KS","1990","non-resident_hunting_licenses_tags_permits_stamps",30257
"21","Kentucky","KY","1990","non-resident_hunting_licenses_tags_permits_stamps",17159
"22","Louisiana","LA","1990","non-resident_hunting_licenses_tags_permits_stamps",13558
"23","Maine","ME","1990","non-resident_hunting_licenses_tags_permits_stamps",45467
"24","Maryland","MD","1990","non-resident_hunting_licenses_tags_permits_stamps",23866
"25","Massachusetts","MA","1990","non-resident_hunting_licenses_tags_permits_stamps",4278
"26","Michigan","MI","1990","non-resident_hunting_licenses_tags_permits_stamps",30185
"27","Minnesota","MN","1990","non-resident_hunting_licenses_tags_permits_stamps",218574
"28","Mississippi","MS","1990","non-resident_hunting_licenses_tags_permits_stamps",31956
"29","Missouri","MO","1990","non-resident_hunting_licenses_tags_permits_stamps",37707
"30","Montana","MT","1990","non-resident_hunting_licenses_tags_permits_stamps",346251
"31","Nebraska","NE","1990","non-resident_hunting_licenses_tags_permits_stamps",46274
"32","Nevada","NV","1990","non-resident_hunting_licenses_tags_permits_stamps",6808
"33","New Hampshire","NH","1990","non-resident_hunting_licenses_tags_permits_stamps",21811
"34","New Jersey","NJ","1990","non-resident_hunting_licenses_tags_permits_stamps",11688
"35","New Mexico","NM","1990","non-resident_hunting_licenses_tags_permits_stamps",14806
"36","New York","NY","1990","non-resident_hunting_licenses_tags_permits_stamps",64421
"37","North Carolina","NC","1990","non-resident_hunting_licenses_tags_permits_stamps",9954
"38","North Dakota","ND","1990","non-resident_hunting_licenses_tags_permits_stamps",32399
"39","Ohio","OH","1990","non-resident_hunting_licenses_tags_permits_stamps",7094
"40","Oklahoma","OK","1990","non-resident_hunting_licenses_tags_permits_stamps",8300
"41","Oregon","OR","1990","non-resident_hunting_licenses_tags_permits_stamps",32284
"42","Pennsylvania","PA","1990","non-resident_hunting_licenses_tags_permits_stamps",122497
"44","Rhode Island","RI","1990","non-resident_hunting_licenses_tags_permits_stamps",1480
"45","South Carolina","SC","1990","non-resident_hunting_licenses_tags_permits_stamps",36899
"46","South Dakota","SD","1990","non-resident_hunting_licenses_tags_permits_stamps",101005
"47","Tennessee","TN","1990","non-resident_hunting_licenses_tags_permits_stamps",17974
"48","Texas","TX","1990","non-resident_hunting_licenses_tags_permits_stamps",33389
"49","Utah","UT","1990","non-resident_hunting_licenses_tags_permits_stamps",28170
"50","Vermont","VT","1990","non-resident_hunting_licenses_tags_permits_stamps",27085
"51","Virginia","VA","1990","non-resident_hunting_licenses_tags_permits_stamps",36305
"53","Washington","WA","1990","non-resident_hunting_licenses_tags_permits_stamps",4654
"54","West Virginia","WV","1990","non-resident_hunting_licenses_tags_permits_stamps",161909
"55","Wisconsin","WI","1990","non-resident_hunting_licenses_tags_permits_stamps",39530
"56","Wyoming","WY","1990","non-resident_hunting_licenses_tags_permits_stamps",87418
"01","Alabama","AL","1990","total_hunting_licenses_tags_permits_stamps",299039
"02","Alaska","AK","1990","total_hunting_licenses_tags_permits_stamps",169415
"04","Arizona","AZ","1990","total_hunting_licenses_tags_permits_stamps",359561
"05","Arkansas","AR","1990","total_hunting_licenses_tags_permits_stamps",349166
"06","California","CA","1990","total_hunting_licenses_tags_permits_stamps",689855
"08","Colorado","CO","1990","total_hunting_licenses_tags_permits_stamps",618274
"09","Connecticut","CT","1990","total_hunting_licenses_tags_permits_stamps",163167
"10","Delaware","DE","1990","total_hunting_licenses_tags_permits_stamps",45468
"12","Florida","FL","1990","total_hunting_licenses_tags_permits_stamps",377890
"13","Georgia","GA","1990","total_hunting_licenses_tags_permits_stamps",993079
"15","Hawaii","HI","1990","total_hunting_licenses_tags_permits_stamps",13678
"16","Idaho","ID","1990","total_hunting_licenses_tags_permits_stamps",664162
"17","Illinois","IL","1990","total_hunting_licenses_tags_permits_stamps",656524
"18","Indiana","IN","1990","total_hunting_licenses_tags_permits_stamps",593065
"19","Iowa","IA","1990","total_hunting_licenses_tags_permits_stamps",813311
"20","Kansas","KS","1990","total_hunting_licenses_tags_permits_stamps",188314
"21","Kentucky","KY","1990","total_hunting_licenses_tags_permits_stamps",532700
"22","Louisiana","LA","1990","total_hunting_licenses_tags_permits_stamps",554084
"23","Maine","ME","1990","total_hunting_licenses_tags_permits_stamps",253995
"24","Maryland","MD","1990","total_hunting_licenses_tags_permits_stamps",226669
"25","Massachusetts","MA","1990","total_hunting_licenses_tags_permits_stamps",212294
"26","Michigan","MI","1990","total_hunting_licenses_tags_permits_stamps",2008250
"27","Minnesota","MN","1990","total_hunting_licenses_tags_permits_stamps",1000007
"28","Mississippi","MS","1990","total_hunting_licenses_tags_permits_stamps",292027
"29","Missouri","MO","1990","total_hunting_licenses_tags_permits_stamps",1080626
"30","Montana","MT","1990","total_hunting_licenses_tags_permits_stamps",801563
"31","Nebraska","NE","1990","total_hunting_licenses_tags_permits_stamps",401602
"32","Nevada","NV","1990","total_hunting_licenses_tags_permits_stamps",107232
"33","New Hampshire","NH","1990","total_hunting_licenses_tags_permits_stamps",148632
"34","New Jersey","NJ","1990","total_hunting_licenses_tags_permits_stamps",305948
"35","New Mexico","NM","1990","total_hunting_licenses_tags_permits_stamps",152836
"36","New York","NY","1990","total_hunting_licenses_tags_permits_stamps",1389655
"37","North Carolina","NC","1990","total_hunting_licenses_tags_permits_stamps",440618
"38","North Dakota","ND","1990","total_hunting_licenses_tags_permits_stamps",399896
"39","Ohio","OH","1990","total_hunting_licenses_tags_permits_stamps",960135
"40","Oklahoma","OK","1990","total_hunting_licenses_tags_permits_stamps",367470
"41","Oregon","OR","1990","total_hunting_licenses_tags_permits_stamps",1031819
"42","Pennsylvania","PA","1990","total_hunting_licenses_tags_permits_stamps",2352457
"44","Rhode Island","RI","1990","total_hunting_licenses_tags_permits_stamps",21542
"45","South Carolina","SC","1990","total_hunting_licenses_tags_permits_stamps",249014
"46","South Dakota","SD","1990","total_hunting_licenses_tags_permits_stamps",475592
"47","Tennessee","TN","1990","total_hunting_licenses_tags_permits_stamps",936927
"48","Texas","TX","1990","total_hunting_licenses_tags_permits_stamps",1403844
"49","Utah","UT","1990","total_hunting_licenses_tags_permits_stamps",368062
"50","Vermont","VT","1990","total_hunting_licenses_tags_permits_stamps",142667
"51","Virginia","VA","1990","total_hunting_licenses_tags_permits_stamps",885165
"53","Washington","WA","1990","total_hunting_licenses_tags_permits_stamps",660577
"54","West Virginia","WV","1990","total_hunting_licenses_tags_permits_stamps",770558
"55","Wisconsin","WI","1990","total_hunting_licenses_tags_permits_stamps",1517844
"56","Wyoming","WY","1990","total_hunting_licenses_tags_permits_stamps",301011
"01","Alabama","AL","1990","gross_cost_to_resident_hunters",5919966
"02","Alaska","AK","1990","gross_cost_to_resident_hunters",1599474
"04","Arizona","AZ","1990","gross_cost_to_resident_hunters",4999396
"05","Arkansas","AR","1990","gross_cost_to_resident_hunters",5478656
"06","California","CA","1990","gross_cost_to_resident_hunters",11005394
"08","Colorado","CO","1990","gross_cost_to_resident_hunters",7492290
"09","Connecticut","CT","1990","gross_cost_to_resident_hunters",1088411
"10","Delaware","DE","1990","gross_cost_to_resident_hunters",349230
"12","Florida","FL","1990","gross_cost_to_resident_hunters",4665959
"13","Georgia","GA","1990","gross_cost_to_resident_hunters",6251149
"15","Hawaii","HI","1990","gross_cost_to_resident_hunters",119657
"16","Idaho","ID","1990","gross_cost_to_resident_hunters",4254363
"17","Illinois","IL","1990","gross_cost_to_resident_hunters",5886469
"18","Indiana","IN","1990","gross_cost_to_resident_hunters",6176554
"19","Iowa","IA","1990","gross_cost_to_resident_hunters",6800316
"20","Kansas","KS","1990","gross_cost_to_resident_hunters",4378362
"21","Kentucky","KY","1990","gross_cost_to_resident_hunters",5268909
"22","Louisiana","LA","1990","gross_cost_to_resident_hunters",5271058
"23","Maine","ME","1990","gross_cost_to_resident_hunters",2513236
"24","Maryland","MD","1990","gross_cost_to_resident_hunters",3062819
"25","Massachusetts","MA","1990","gross_cost_to_resident_hunters",1488773
"26","Michigan","MI","1990","gross_cost_to_resident_hunters",20738241
"27","Minnesota","MN","1990","gross_cost_to_resident_hunters",15792116
"28","Mississippi","MS","1990","gross_cost_to_resident_hunters",1951347
"29","Missouri","MO","1990","gross_cost_to_resident_hunters",8863068
"30","Montana","MT","1990","gross_cost_to_resident_hunters",2867621
"31","Nebraska","NE","1990","gross_cost_to_resident_hunters",3862108
"32","Nevada","NV","1990","gross_cost_to_resident_hunters",1532277
"33","New Hampshire","NH","1990","gross_cost_to_resident_hunters",1473917
"34","New Jersey","NJ","1990","gross_cost_to_resident_hunters",4658644
"35","New Mexico","NM","1990","gross_cost_to_resident_hunters",2541114
"36","New York","NY","1990","gross_cost_to_resident_hunters",10902823
"37","North Carolina","NC","1990","gross_cost_to_resident_hunters",6214684
"38","North Dakota","ND","1990","gross_cost_to_resident_hunters",2254166
"39","Ohio","OH","1990","gross_cost_to_resident_hunters",9381840
"40","Oklahoma","OK","1990","gross_cost_to_resident_hunters",5839751
"41","Oregon","OR","1990","gross_cost_to_resident_hunters",9086892
"42","Pennsylvania","PA","1990","gross_cost_to_resident_hunters",19887113
"44","Rhode Island","RI","1990","gross_cost_to_resident_hunters",154562
"45","South Carolina","SC","1990","gross_cost_to_resident_hunters",3038612
"46","South Dakota","SD","1990","gross_cost_to_resident_hunters",3359053
"47","Tennessee","TN","1990","gross_cost_to_resident_hunters",7600487
"48","Texas","TX","1990","gross_cost_to_resident_hunters",10486105
"49","Utah","UT","1990","gross_cost_to_resident_hunters",5166275
"50","Vermont","VT","1990","gross_cost_to_resident_hunters",1147006
"51","Virginia","VA","1990","gross_cost_to_resident_hunters",8523696
"53","Washington","WA","1990","gross_cost_to_resident_hunters",9799914
"54","West Virginia","WV","1990","gross_cost_to_resident_hunters",4818818
"55","Wisconsin","WI","1990","gross_cost_to_resident_hunters",16922206
"56","Wyoming","WY","1990","gross_cost_to_resident_hunters",3002268
"01","Alabama","AL","1990","gross_cost_to_non-resident_hunters",2024743
"02","Alaska","AK","1990","gross_cost_to_non-resident_hunters",3596609
"04","Arizona","AZ","1990","gross_cost_to_non-resident_hunters",1267814
"05","Arkansas","AR","1990","gross_cost_to_non-resident_hunters",1635067
"06","California","CA","1990","gross_cost_to_non-resident_hunters",192068
"08","Colorado","CO","1990","gross_cost_to_non-resident_hunters",27295606
"09","Connecticut","CT","1990","gross_cost_to_non-resident_hunters",102212
